iter	Logloss
330	0.4098019686
331	0.4095135641
332	0.4091265835
333	0.4088161267
334	0.4083537997
335	0.4081943338
336	0.4078997015
337	0.4076003134
338	0.4074868482
339	0.4072207763
340	0.4070536638
341	0.4068025287
342	0.4065586376
343	0.4060950946
344	0.405721257
345	0.4052817116
346	0.4047482532
347	0.4043175047
348	0.4041315795
349	0.4038773418
350	0.4035525053
351	0.403151686
352	0.4028944223
353	0.4024822173
354	0.4022381803
355	0.4019347084
356	0.401515147
357	0.4013466334
358	0.4009517879
359	0.4006343078
360	0.4003822185
361	0.4002031431
362	0.3999249082
363	0.3995267994
364	0.3990509516
365	0.3989904238
366	0.3986213714
367	0.3985036316
368	0.3983341672
369	0.3979201118
370	0.3973916542
371	0.3971564085
372	0.396908072
373	0.3967857837
374	0.3964073006
375	0.3959893511
376	0.395805327
377	0.3953087148
378	0.3948942678
379	0.3947189775
380	0.394446902
381	0.3942621443
382	0.3940118921
383	0.3937991367
384	0.3934473186
385	0.3928915985
386	0.3923979569
387	0.3922486515
388	0.3919008796
389	0.3917545633
390	0.3915224953
391	0.3913360411
392	0.3908708358
393	0.3903983152
394	0.3901146807
395	0.3898687411
396	0.3895037998
397	0.3889382018
398	0.3888531831
399	0.3886044388
400	0.3883880409
401	0.3880554621
402	0.3876953167
403	0.387563006
404	0.3873336686
405	0.3870428742
406	0.3866666196
407	0.3864558372
408	0.3859966551
409	0.3857748255
410	0.3854057122
411	0.3851045262
412	0.3848115529
413	0.384590191
414	0.3842760473
415	0.3839581472
416	0.3838129863
417	0.3837029104
418	0.3834553517
419	0.3829974368
420	0.3826910892
421	0.3824852495
422	0.3820217215
423	0.3813956148
424	0.3811572518
425	0.380805129
426	0.3805390722
427	0.3803157322
428	0.3802195457
429	0.3799651091
430	0.3796271785
431	0.3795489531
432	0.3791886319
433	0.379035966
434	0.3787163725
435	0.3783975928
436	0.3782030501
437	0.3779017135
438	0.3777386982
439	0.3774391215
440	0.3771625856
441	0.3770686236
442	0.3768683883
443	0.3767025569
444	0.3764335009
445	0.3762323567
446	0.3758097829
447	0.3755032651
448	0.3752987079
449	0.3752071876
450	0.3748988651
451	0.3748062544
452	0.374351421
453	0.3742229784
454	0.374125846
455	0.3737486536
456	0.3735847064
457	0.3731627239
458	0.3729555548
459	0.3725785993
460	0.3723558391
461	0.3722067867
462	0.372055297
463	0.3718352759
464	0.3717236995
465	0.3715316255
466	0.3713479371
467	0.3712115636
468	0.3710202737
469	0.3706847414
470	0.3705751174
471	0.3703405349
472	0.3700857515
473	0.3697839708
474	0.3696465569
475	0.369192822
476	0.3688975023
477	0.3685480651
478	0.3684237239
479	0.3682518693
480	0.3680178485
481	0.3676868692
482	0.3673100024
483	0.3670482426
484	0.3668537015
485	0.366592817
486	0.3663558696
487	0.3662275694
488	0.3660510445
489	0.3656356793
490	0.3652540032
491	0.3648309357
492	0.3645033836
493	0.3642770975
494	0.3639508505
495	0.3638258004
496	0.3637232807
497	0.363478119
498	0.3633111277
499	0.3632199547
500	0.3631345082
501	0.362880234
502	0.3624667074
503	0.3623345648
504	0.3622224132
505	0.3621441718
506	0.3618370074
507	0.3617233423
508	0.3614013569
509	0.3612709198
510	0.3608315714
511	0.3607638537
512	0.360695241
513	0.3604547692
514	0.3600163946
515	0.3597177941
516	0.3594180256
517	0.3587504749
518	0.3584757436
519	0.3581489377
520	0.3578025448
521	0.3576473742
522	0.3574749155
523	0.357345093
524	0.357058294
525	0.3566781146
526	0.3565044564
527	0.3561538576
528	0.3559392744
529	0.35579386
530	0.3555790685
531	0.3554190414
532	0.355361974
533	0.3551804143
534	0.3548772897
535	0.3545711638
536	0.3544392194
537	0.3542146174
538	0.3538070182
539	0.3534044087
540	0.3531470183
541	0.3527121201
542	0.3521774392
543	0.3519490514
544	0.3516957725
545	0.3514070712
546	0.351328723
547	0.3511962334
548	0.3509428648
549	0.3506549477
550	0.3503453049
551	0.3500273444
552	0.3497770974
553	0.3496588965
554	0.3492440891
555	0.3490714353
556	0.3489708381
557	0.3487622772
558	0.3484452823
559	0.3479961242
560	0.3476796221
561	0.3472235907
562	0.3470688249
563	0.3469634449
564	0.346839292
565	0.3463144265
566	0.346022342
567	0.3458095414
568	0.3457356167
569	0.3455359998
570	0.3453850992
571	0.3451542118
572	0.3449171952
573	0.3447383786
574	0.3446297738
575	0.3444196219
576	0.3442593105
577	0.3441527749
578	0.3440207808
579	0.3437884963
580	0.3435860276
581	0.3434114871
582	0.3433076029
583	0.3430150966
584	0.3428134433
585	0.3426694812
586	0.3423625199
587	0.3420610297
588	0.3420021151
589	0.3417045775
590	0.3413384382
591	0.3408936146
592	0.340814571
593	0.34029076
594	0.3400603909
595	0.3398557765
596	0.3394777162
597	0.3393575696
598	0.3389945726
599	0.3387260756
600	0.3384369948
601	0.338286966
602	0.3380802839
603	0.3379437877
604	0.3378256911
605	0.3376663489
606	0.3373294956
607	0.3370519502
608	0.3368344985
609	0.3367285058
610	0.3365694883
611	0.3363889671
612	0.3361184267
613	0.3359148556
614	0.3357893477
615	0.3356630528
616	0.3355367859
617	0.3353347485
618	0.3350400258
619	0.3344939672
620	0.3343848321
621	0.3341783072
622	0.3340054671
623	0.333740807
624	0.3332943899
625	0.3331784379
626	0.3327958306
627	0.3325185258
628	0.3322496104
629	0.331898311
630	0.3316911409
631	0.3314360138
632	0.3312852963
633	0.330861772
634	0.3307410105
635	0.33056351
636	0.3304107513
637	0.3302735001
638	0.3300649728
639	0.3300039582
640	0.3297829737
641	0.3295937342
642	0.329522753
643	0.3294324828
644	0.32908401
645	0.3286989762
646	0.3285605489
647	0.3283297998
648	0.3280683952
649	0.3278110304
650	0.3276176206
651	0.3274581179
652	0.3273630397
653	0.3273242898
654	0.3269946404
655	0.3266621709
656	0.3265291268
657	0.3262861012
658	0.3260224142
659	0.3259328787
660	0.325662294
661	0.3255797792
662	0.3251439199
663	0.324939969
664	0.3247712501
665	0.3244002621
666	0.3241136569
667	0.3238042839
668	0.3237475322
669	0.3235289948
670	0.3234235382
671	0.3233745369
672	0.3231711253
673	0.3229406712
674	0.3227960749
675	0.3225515913
676	0.3223788194
677	0.3222285711
678	0.3222013753
679	0.3220443963
680	0.3218740629
681	0.3217498254
682	0.3215295083
683	0.3214134785
684	0.320893009
685	0.320784312
686	0.3205905668
687	0.3203607725
688	0.3199439213
689	0.3198246797
690	0.3196982675
691	0.3195585449
692	0.319293624
693	0.3189574497
694	0.3188379638
695	0.3186817236
696	0.3184876278
697	0.318261241
698	0.3179801651
699	0.3177909883
700	0.3175935893
701	0.3172585306
702	0.3171066385
703	0.3168822985
704	0.3167775756
705	0.316451616
706	0.3162212649
707	0.316069712
708	0.3158989772
709	0.3158011579
710	0.3156344192
711	0.3154494728
712	0.3151579497
713	0.3150094903
714	0.3149668417
715	0.3146306677
716	0.3143992317
717	0.3143285863
718	0.3141565349
719	0.3139793912
720	0.3138552497
721	0.3138433417
722	0.3137019113
723	0.313444996
724	0.3131113639
725	0.3129658669
726	0.3125966249
727	0.3125056729
728	0.312166038
729	0.3120254691
730	0.311639837
731	0.3115252485
732	0.3114119358
733	0.311050893
734	0.3108391361
735	0.3106174745
736	0.3102848298
737	0.3101007058
738	0.3099613644
739	0.309690342
740	0.3096235775
741	0.3093859287
742	0.3092227771
743	0.3088494891
744	0.3086177329
745	0.3084670974
746	0.3080441337
747	0.3076427058
748	0.3071979259
749	0.3069509422
750	0.3066993534
751	0.3065325574
752	0.3064967957
753	0.3063175383
754	0.3060129903
755	0.3057700739
756	0.3052458011
757	0.3051697616
758	0.3048414555
759	0.3045110449
760	0.3044106172
761	0.3043687911
762	0.3039132406
763	0.3037373193
764	0.3034950721
765	0.3030902079
766	0.3027713425
767	0.3025569115
768	0.3021833363
769	0.3019648374
770	0.301744412
771	0.3015449158
772	0.3012797931
773	0.3009532538
774	0.3007621558
775	0.3004476228
776	0.299901272
777	0.2997439015
778	0.2996288874
779	0.2993369104
780	0.2991226724
781	0.2987549034
782	0.2986310531
783	0.2983631543
784	0.2980697615
785	0.2979063883
786	0.2977710494
787	0.2975245242
788	0.2972966536
789	0.2971117295
790	0.2968650185
791	0.2967250096
792	0.2964061495
793	0.2961918004
794	0.2960965507
795	0.2959167414
796	0.2958900264
797	0.2958103148
798	0.295482355
799	0.2951659968
800	0.2949633527
801	0.2947255711
802	0.2944239393
803	0.2943309949
804	0.2940644711
805	0.2937885992
806	0.2937181621
807	0.2934016637
808	0.2930317859
809	0.2929124099
810	0.2926270839
811	0.2923255852
812	0.2921576784
813	0.2920563028
814	0.2917672032
815	0.291720023
816	0.2914053543
817	0.2910055654
818	0.2907856688
819	0.290510249
820	0.2903709111
821	0.2901341848
822	0.289953883
823	0.2897056997
824	0.2895768814
825	0.2893111515
826	0.2891740556
827	0.2890015687
828	0.2886090692
829	0.288392651
830	0.2879721317
831	0.2876884059
832	0.2875601801
833	0.2874563338
834	0.2873613294
835	0.2869964988
836	0.2869320093
837	0.2866301087
838	0.2864258692
839	0.2862909483
840	0.2861514003
841	0.2859523937
842	0.2856428096
843	0.28554306
844	0.285027801
845	0.2847958455
846	0.2845608975
847	0.2843715309
848	0.2842014922
849	0.2839931775
850	0.283797308
851	0.2834919625
852	0.2832273942
853	0.2830348548
854	0.2829699828
855	0.2828153823
856	0.2825735804
857	0.2823087069
858	0.2821917677
859	0.2818415658
860	0.2815395158
861	0.2813669096
862	0.2812103054
863	0.2809699494
864	0.2806526892
865	0.2804692455
866	0.2803284697
867	0.2802202136
868	0.2800579687
869	0.2798659151
870	0.2794832801
871	0.2790981631
872	0.2787925969
873	0.278432029
874	0.2779829484
875	0.2777806231
876	0.2773474647
877	0.2770282823
878	0.2766820906
879	0.2763726702
880	0.2762345447
881	0.2760011911
882	0.2759094422
883	0.2757542569
884	0.2755228477
885	0.2752665347
886	0.2751198573
887	0.2748649263
888	0.2745580052
889	0.2744041936
890	0.2740701064
891	0.273885814
892	0.2737152771
893	0.2734416941
894	0.2732426339
895	0.2729810814
896	0.2727687336
897	0.2724613351
898	0.2722004735
899	0.2720550866
900	0.2718266734
901	0.2717490019
902	0.2714148197
903	0.2712087863
904	0.2711541522
905	0.2710529973
906	0.2708348149
907	0.2705959026
908	0.2704745706
909	0.2701204952
910	0.2698994142
911	0.2696996997
912	0.2694893177
913	0.2692464333
914	0.2691705786
915	0.2689557455
916	0.2686607478
917	0.2684217007
918	0.2683201287
919	0.2682090044
920	0.2678073525
921	0.2677460904
922	0.2673162157
923	0.2671712489
924	0.2670330677
925	0.2668344239
926	0.2666812789
927	0.2666323016
928	0.2663595098
929	0.2662467016
930	0.2661653624
931	0.2660035685
932	0.265549905
933	0.2653414385
934	0.2651213189
935	0.2649035636
936	0.2647590724
937	0.2647054061
938	0.2645195855
939	0.2642066983
940	0.2640080473
941	0.2639042944
942	0.2636306924
943	0.263454877
944	0.2632468871
945	0.2629578898
946	0.2627851518
947	0.2625839312
948	0.2620736275
949	0.261829077
950	0.2616778364
951	0.2614976438
952	0.2611670085
953	0.2610574849
954	0.2607553461
955	0.2606405651
956	0.2603038014
957	0.2602251406
958	0.2601380452
959	0.2599599689
960	0.259765079
961	0.2596298741
962	0.2593809036
963	0.2592267278
964	0.2589852582
965	0.2587175721
966	0.258470729
967	0.2582029234
968	0.2579448979
969	0.2576506682
970	0.2574310751
971	0.2570772064
972	0.2567930484
973	0.256579202
974	0.2561904419
975	0.2560235925
976	0.2556652526
977	0.2554974057
978	0.2551928188
979	0.2547810637
980	0.2545921027
981	0.2543221459
982	0.2539905391
983	0.2537819814
984	0.2535728472
985	0.2534391773
986	0.2533103556
987	0.2530606693
988	0.2529181926
989	0.2527181132
990	0.2522990397
991	0.2520868413
992	0.2517253453
993	0.2513820988
994	0.2511712026
995	0.2510071484
996	0.2507366774
997	0.2504878781
998	0.2501819432
999	0.2500814627
